cig,PHOT_EXTINCTION_INT,PHOT_EXTINCTION_INT_decimal,PHOT_K_CORRECTION,PHOT_K_CORRECTION_decimal,BTC,BTC_decimal,PHYS_DISTANCE,PHYS_DISTANCE_decimal,PHYS_LUMINOSITY_B,PHYS_LUMINOSITY_B_decimal,POS_INCLIN_LOS,POS_INCLIN_LOS_decimal,ANG_SIZE_MAJ,ANG_SIZE_MAJ_decimal,ANG_SIZE_MIN,ANG_SIZE_MIN_decimal,PHYS_SIZE_MAJ,PHYS_SIZE_MAJ_decimal,PHYS_SIZE_MIN,PHYS_SIZE_MIN_decimal
1,571,0.5706,40,0.0401,13.383,13.3833,96.9,96.926,10.57,10.5696,65.1,65.094,1.39,1.393,0.64,640,39.3,39.280,18.0,18.037
2,278,0.2783,31,0.0314,15.157,15.1572,94.7,94.745,9.84,9.8402,46.8,46.816,0.72,721,0.50,502,19.9,19.874,13.8,13.845
3,354,0.3540,NULL,NULL,15.457,15.4570,NULL,NULL,NULL,NULL,55.1,55.052,0.40,402,0.24,242,NULL,NULL,NULL,NULL
4,863,0.8634,17,0.0173,11.685,11.6853,31.9,31.880,10.28,10.2829,90.0,90.000,3.29,3.289,0.73,729,30.5,30.496,6.8,6.765
5,131,0.1307,118,0.1180,15.128,15.1283,105.9,105.907,9.95,9.9485,75.5,75.468,0.73,726,0.32,318,22.4,22.369,9.8,9.810
6,638,0.6382,16,0.0158,14.329,14.3289,61.6,61.623,9.80,9.7979,65.3,65.321,0.70,697,0.31,308,12.5,12.487,5.5,5.514
7,338,0.3384,83,0.0829,15.141,15.1407,169.9,169.896,10.35,10.3541,54.0,53.958,0.69,692,0.43,427,34.2,34.191,21.1,21.082
8,726,0.7258,35,0.0349,14.374,14.3743,85.0,85.041,10.06,10.0595,71.7,71.679,0.75,752,0.28,277,18.6,18.593,6.8,6.845
9,637,0.6373,47,0.0466,14.742,14.7421,113.0,113.035,10.16,10.1596,68.1,68.066,0.91,910,0.38,380,29.9,29.918,12.5,12.501
10,546,0.5460,25,0.0254,14.440,14.4396,63.6,63.645,9.78,9.7817,63.9,63.935,1.05,1.054,0.50,501,19.5,19.520,9.3,9.279
11,652,0.6517,18,0.0178,13.652,13.6524,52.5,52.468,9.93,9.9288,67.0,66.952,1.57,1.567,0.67,665,23.9,23.912,10.2,10.154
12,667,0.6672,41,0.0411,14.743,14.7427,73.6,73.582,9.79,9.7865,77.9,77.863,0.84,841,0.28,276,18.0,18.009,5.9,5.909
13,0,0.0000,79,0.0786,13.404,13.4044,70.2,70.215,10.28,10.2811,90.0,90.000,1.39,1.393,0.70,695,28.5,28.455,14.2,14.196
14,0,0.0000,81,0.0805,13.994,13.9945,71.9,71.914,10.07,10.0658,56.8,56.769,0.93,933,0.66,661,19.5,19.523,13.8,13.821
15,598,0.5982,76,0.0758,14.931,14.9310,156.9,156.897,10.37,10.3688,69.0,68.997,0.70,697,0.29,290,31.8,31.794,13.3,13.254
16,0,0.0000,82,0.0823,15.551,15.5507,72.9,72.852,9.45,9.4546,83.3,83.284,0.60,604,0.29,293,12.8,12.799,6.2,6.211
17,223,0.2233,66,0.0665,15.292,15.2923,160.8,160.848,10.25,10.2459,43.3,43.257,0.97,971,0.72,719,45.4,45.409,33.7,33.662
18,401,0.4010,32,0.0324,14.932,14.9316,97.6,97.570,9.96,9.9560,54.9,54.927,0.71,710,0.42,421,20.1,20.139,11.9,11.941
19,0,0.0000,81,0.0809,14.914,14.9142,72.4,72.434,9.70,9.7042,90.0,90.000,1.10,1.096,0.15,147,23.1,23.103,3.1,3.095
20,0,0.0000,77,0.0766,14.545,14.5454,70.4,70.384,9.83,9.8268,27.9,27.949,0.96,959,0.90,902,19.6,19.643,18.5,18.459
21,354,0.3540,52,0.0518,15.284,15.2842,107.0,107.020,9.90,9.8953,55.1,55.052,0.63,627,0.38,378,19.5,19.507,11.8,11.754
22,713,0.7128,98,0.0978,13.691,13.6914,174.1,174.066,10.95,10.9549,85.0,85.045,2.42,2.415,0.68,676,122.3,122.304,34.2,34.233
23,854,0.8538,36,0.0364,14.204,14.2038,75.7,75.677,10.03,10.0264,80.7,80.738,0.95,953,0.26,264,21.0,20.974,5.8,5.803
24,96,0.0959,106,0.1055,15.322,15.3215,93.8,93.769,9.77,9.7655,62.2,62.236,0.42,420,0.24,239,11.4,11.449,6.5,6.528
25,0,0.0000,79,0.0791,13.419,13.4189,70.6,70.618,10.28,10.2803,0.0,0,1.38,1.384,1.38,1.384,28.4,28.421,28.4,28.421
26,164,0.1640,NULL,NULL,15.332,15.3320,NULL,NULL,NULL,NULL,40.7,40.727,0.81,805,0.63,625,NULL,NULL,NULL,NULL
27,726,0.7260,34,0.0345,14.887,14.8875,62.4,62.404,9.59,9.5854,81.7,81.685,0.84,838,0.25,245,15.2,15.203,4.5,4.456
28,178,0.1778,25,0.0254,14.914,14.9138,77.6,77.604,9.76,9.7642,38.1,38.128,1.03,1.030,0.82,818,23.3,23.260,18.5,18.476
29,1.231,1.2314,15,0.0146,14.311,14.3110,57.1,57.116,9.74,9.7391,82.7,82.745,0.98,982,0.20,198,16.3,16.311,3.3,3.285
30,152,0.1516,25,0.0252,14.077,14.0772,61.4,61.397,9.90,9.8954,36.1,36.111,0.90,904,0.74,738,16.1,16.139,13.2,13.179
31,423,0.4225,20,0.0196,15.461,15.4608,77.0,76.994,9.54,9.5386,55.3,55.336,0.68,676,0.39,394,15.1,15.142,8.8,8.835
32,187,0.1874,34,0.0344,14.143,14.1432,71.8,71.811,10.01,10.0051,41.2,41.191,0.77,769,0.59,590,16.1,16.066,12.3,12.329
33,373,0.3730,19,0.0188,13.265,13.2652,55.2,55.197,10.13,10.1278,53.3,53.252,1.30,1.303,0.80,802,20.9,20.924,12.9,12.872
34,723,0.7231,17,0.0173,15.186,15.1855,67.2,67.239,9.53,9.5310,68.5,68.470,0.70,695,0.27,275,13.6,13.594,5.4,5.375
35,320,0.3198,NULL,NULL,15.143,15.1432,NULL,NULL,NULL,NULL,50.9,50.877,0.50,499,0.32,324,NULL,NULL,NULL,NULL
36,150,0.1499,32,0.0322,14.848,14.8479,80.1,80.147,9.82,9.8186,35.9,35.918,0.86,855,0.70,700,19.9,19.935,16.3,16.316
37,609,0.6086,44,0.0440,14.530,14.5304,91.8,91.770,10.06,10.0633,69.5,69.500,0.86,865,0.35,355,23.1,23.090,9.5,9.472
38,835,0.8351,27,0.0272,14.922,14.9218,82.3,82.311,9.81,9.8122,73.5,73.539,0.95,955,0.32,316,22.9,22.866,7.6,7.572
39,700,0.6996,12,0.0120,14.009,14.0094,36.6,36.559,9.47,9.4722,68.8,68.802,1.88,1.884,0.75,750,20.0,20.032,8.0,7.975
40,568,0.5677,119,0.1192,14.876,14.8761,159.2,159.158,10.40,10.4032,83.2,83.155,0.89,891,0.28,279,41.3,41.262,12.9,12.899
41,375,0.3752,34,0.0338,14.033,14.0330,83.8,83.762,10.18,10.1829,54.6,54.572,1.30,1.297,0.78,782,31.6,31.606,19.0,19.045
42,1.178,1.1784,14,0.0137,14.437,14.4370,73.5,73.521,9.91,9.9080,90.0,90.000,1.03,1.030,0.23,230,22.0,22.036,4.9,4.922
43,33,0.0325,75,0.0752,15.419,15.4192,66.6,66.588,9.43,9.4291,35.4,35.368,0.42,420,0.35,354,8.1,8.131,6.9,6.857
44,425,0.4248,9,0.0090,14.668,14.6681,80.4,80.425,9.89,9.8935,62.8,62.772,0.59,587,0.35,346,13.7,13.744,8.1,8.093
45,267,0.2670,0,0.0000,14.061,14.0610,4.8,4.800,7.69,7.6881,50.0,49.995,1.02,1.016,0.73,729,1.4,1.419,1.0,1.019
46,459,0.4593,NULL,NULL,15.221,15.2207,NULL,NULL,NULL,NULL,61.7,61.672,0.53,533,0.27,275,NULL,NULL,NULL,NULL
47,209,0.2091,67,0.0666,14.636,14.6363,119.5,119.521,10.25,10.2504,45.7,45.662,0.72,724,0.52,524,25.2,25.187,18.2,18.204
48,447,0.4471,NULL,NULL,15.411,15.4109,NULL,NULL,NULL,NULL,61.0,60.957,0.55,548,0.29,288,NULL,NULL,NULL,NULL
49,284,0.2843,29,0.0286,13.739,13.7391,69.4,69.380,10.14,10.1368,48.3,48.279,1.44,1.442,0.98,984,29.1,29.104,19.9,19.859
50,268,0.2676,1,0.0011,14.755,14.7553,28.2,28.192,8.95,8.9481,50.0,49.995,1.17,1.167,0.84,838,9.6,9.569,6.9,6.868
51,141,0.1411,77,0.0772,15.254,15.2537,70.2,70.154,9.54,9.5406,80.5,80.517,0.73,726,0.29,292,14.8,14.818,6.0,5.954
52,312,0.3116,81,0.0808,15.011,15.0106,167.0,167.000,10.39,10.3912,52.0,52.011,0.58,583,0.37,374,28.3,28.343,18.2,18.174
53,55,0.0553,17,0.0172,13.540,13.5405,42.5,42.461,9.79,9.7898,22.2,22.206,1.45,1.449,1.35,1.346,17.9,17.895,16.6,16.623
54,194,0.1943,23,0.0230,14.244,14.2437,55.8,55.837,9.75,9.7464,40.6,40.567,0.65,653,0.50,504,10.6,10.608,8.2,8.178
55,158,0.1582,106,0.1062,14.643,14.6426,189.6,189.608,10.65,10.6487,40.0,40.030,1.09,1.091,0.86,855,60.2,60.198,47.2,47.161
56,285,0.2848,39,0.0387,13.747,13.7466,68.1,68.087,10.12,10.1175,52.7,52.698,1.30,1.303,0.83,834,25.8,25.810,16.5,16.512
57,0,0.0000,252,0.2517,15.314,15.3143,223.2,223.201,10.52,10.5217,32.5,32.487,0.45,452,0.40,403,29.3,29.337,26.1,26.147
58,1.023,1.0228,71,0.0709,14.537,14.5373,146.5,146.543,10.47,10.4670,90.0,90.000,1.02,1.021,0.21,211,43.5,43.520,9.0,9.009
59,181,0.1813,19,0.0194,14.096,14.0963,57.2,57.174,9.83,9.8259,38.5,38.480,1.27,1.274,1.01,1.007,21.2,21.180,16.7,16.747
60,467,0.4670,33,0.0333,14.849,14.8488,67.5,67.473,9.67,9.6688,62.1,62.111,0.63,627,0.32,319,12.3,12.299,6.3,6.264
61,90,0.0901,39,0.0392,13.088,13.0877,53.2,53.231,10.17,10.1672,33.3,33.278,1.27,1.274,1.08,1.084,19.7,19.719,16.8,16.784
62,246,0.2462,42,0.0424,14.107,14.1074,77.1,77.117,10.08,10.0814,48.7,48.652,0.81,807,0.55,555,18.1,18.108,12.4,12.442
63,1.025,1.0254,1,0.0008,14.637,14.6368,21.0,21.013,8.74,8.7402,90.0,90.000,0.88,877,0.24,245,5.4,5.360,1.5,1.497
64,985,0.9852,14,0.0141,14.376,14.3757,42.6,42.600,9.46,9.4585,78.2,78.193,1.07,1.067,0.29,287,13.2,13.217,3.6,3.557
65,164,0.1636,61,0.0615,15.033,15.0329,150.5,150.514,10.29,10.2920,37.4,37.429,0.63,632,0.51,508,27.7,27.689,22.2,22.249
66,208,0.2083,30,0.0303,13.648,13.6484,65.0,64.983,10.12,10.1162,43.3,43.269,1.11,1.109,0.83,826,21.0,20.967,15.6,15.614
67,279,0.2793,54,0.0537,14.658,14.6580,131.0,130.996,10.32,10.3213,47.9,47.890,0.68,676,0.46,465,25.8,25.762,17.7,17.700
68,62,0.0622,17,0.0173,12.309,12.3095,22.6,22.627,9.74,9.7354,27.7,27.742,2.75,2.748,2.46,2.460,18.1,18.086,16.2,16.194
69,62,0.0625,50,0.0498,14.119,14.1188,103.3,103.328,10.33,10.3309,24.3,24.300,0.82,818,0.75,750,24.6,24.601,22.5,22.540
70,193,0.1931,NULL,NULL,15.058,15.0579,NULL,NULL,NULL,NULL,44.0,43.996,0.81,813,0.60,603,NULL,NULL,NULL,NULL
71,1.168,1.1677,38,0.0384,13.821,13.8210,78.6,78.581,10.21,10.2122,90.0,90.000,1.39,1.393,0.22,221,31.8,31.845,5.1,5.059
72,367,0.3668,28,0.0284,13.735,13.7348,68.5,68.526,10.13,10.1278,54.0,54.039,1.22,1.219,0.74,743,24.3,24.299,14.8,14.811
73,206,0.2063,76,0.0759,15.283,15.2829,184.7,184.664,10.37,10.3696,41.7,41.703,0.54,536,0.41,406,28.8,28.781,21.8,21.833
74,250,0.2505,56,0.0560,14.364,14.3635,137.0,136.964,10.48,10.4778,45.6,45.589,0.53,531,0.38,379,21.2,21.151,15.1,15.112
75,381,0.3810,9,0.0087,15.062,15.0623,46.3,46.263,9.26,9.2556,59.7,59.731,0.57,569,0.35,352,7.7,7.655,4.7,4.742
76,276,0.2759,44,0.0443,14.539,14.5388,107.8,107.763,10.20,10.1994,47.6,47.628,0.85,851,0.59,587,26.7,26.681,18.4,18.416
77,291,0.2911,52,0.0523,14.484,14.4836,107.5,107.546,10.22,10.2197,50.4,50.441,0.80,796,0.53,526,24.9,24.907,16.5,16.456
78,1.060,1.0601,22,0.0220,13.869,13.8689,83.3,83.253,10.24,10.2433,78.4,78.423,1.37,1.368,0.35,347,33.1,33.123,8.4,8.397
79,0,0.0000,77,0.0769,14.880,14.8801,69.0,68.996,9.68,9.6756,27.6,27.575,0.61,612,0.56,564,12.3,12.290,11.3,11.312
80,374,0.3740,18,0.0184,10.001,10.0006,33.3,33.262,10.99,10.9937,59.6,59.646,4.57,4.571,2.52,2.523,44.2,44.226,24.4,24.416
81,0,0.0000,52,0.0522,13.579,13.5788,46.5,46.501,9.85,9.8534,90.0,90.000,1.47,1.466,0.41,407,19.8,19.824,5.5,5.510
82,407,0.4070,71,0.0711,15.148,15.1479,173.7,173.693,10.37,10.3704,56.5,56.520,0.74,743,0.43,429,37.5,37.541,21.7,21.653
83,126,0.1258,38,0.0381,13.839,13.8390,69.2,69.225,10.09,10.0949,35.9,35.886,0.91,912,0.75,752,18.4,18.365,15.1,15.135
84,249,0.2488,26,0.0256,13.675,13.6747,61.9,61.934,10.06,10.0640,45.4,45.448,1.36,1.355,0.97,971,24.4,24.415,17.5,17.485
85,22,0.0223,1,0.0013,13.964,13.9644,35.9,35.877,9.47,9.4739,14.8,14.779,2.02,2.018,1.96,1.963,21.1,21.064,20.5,20.490
86,189,0.1890,34,0.0343,13.538,13.5377,71.6,71.610,10.24,10.2449,41.4,41.356,1.38,1.380,1.06,1.057,28.8,28.754,22.0,22.014
87,662,0.6624,42,0.0424,13.598,13.5982,75.1,75.086,10.26,10.2618,77.6,77.567,0.99,986,0.33,327,21.5,21.542,7.1,7.133
88,587,0.5869,27,0.0273,14.564,14.5638,67.2,67.154,9.78,9.7786,65.8,65.845,1.10,1.096,0.49,492,21.4,21.419,9.6,9.612
89,0,0.0000,26,0.0263,11.251,11.2507,23.3,23.293,10.18,10.1842,40.3,40.341,2.45,2.455,2.10,2.104,16.6,16.632,14.3,14.255
90,243,0.2435,32,0.0317,15.034,15.0338,65.9,65.907,9.57,9.5743,46.5,46.500,0.80,800,0.57,566,15.3,15.334,10.9,10.856
91,465,0.4652,27,0.0268,13.768,13.7680,65.8,65.849,10.08,10.0799,59.8,59.822,1.10,1.096,0.58,583,21.0,21.003,11.2,11.176
92,0,0.0000,74,0.0736,15.089,15.0894,66.5,66.530,9.56,9.5603,31.0,31.006,0.63,630,0.56,561,12.2,12.183,10.9,10.858
93,0,0.0000,201,0.2015,14.675,14.6746,179.0,179.032,10.59,10.5860,75.5,75.481,0.58,582,0.41,412,30.3,30.315,21.5,21.461
94,671,0.6713,26,0.0264,13.756,13.7564,64.8,64.814,10.07,10.0708,69.5,69.491,1.20,1.197,0.48,476,22.6,22.563,9.0,8.982
95,1.501,1.5006,24,0.0243,13.487,13.4871,59.5,59.541,10.10,10.1048,90.0,90.000,1.54,1.542,0.17,168,26.7,26.702,2.9,2.914
96,276,0.2759,9,0.0086,11.131,11.1306,20.3,20.347,10.11,10.1148,47.6,47.628,3.72,3.724,2.57,2.570,22.0,22.040,15.2,15.213
97,45,0.0450,52,0.0520,14.297,14.2971,126.7,126.682,10.44,10.4366,20.1,20.059,0.86,865,0.81,815,31.9,31.874,30.0,30.022
98,567,0.5666,12,0.0119,15.876,15.8765,64.7,64.700,9.22,9.2212,73.6,73.569,0.56,562,0.28,275,10.6,10.583,5.2,5.184
99,0,0.0000,143,0.1430,15.054,15.0540,126.7,126.659,10.13,10.1337,90.0,90.000,0.51,512,0.29,292,18.9,18.852,10.7,10.749
100,79,0.0795,37,0.0369,14.967,14.9666,88.7,88.746,9.86,9.8597,26.5,26.494,0.77,773,0.70,695,19.9,19.947,17.9,17.942
101,0,0.0000,90,0.0900,14.947,14.9470,79.4,79.409,9.77,9.7709,23.0,22.990,0.36,361,0.34,341,8.3,8.348,7.9,7.881
102,248,0.2483,32,0.0316,13.406,13.4061,66.6,66.587,10.23,10.2343,46.9,46.917,0.52,525,0.37,369,10.2,10.165,7.1,7.147
103,427,0.4270,8,0.0083,11.110,11.1097,20.5,20.486,10.13,10.1290,57.7,57.691,3.09,3.090,1.73,1.734,18.4,18.416,10.3,10.332
